UP_Category,Plan,Currency,Profile,Age,Rate
Premium UP>=1M,PPP 19,IDR,Male Smoker,19,2.51
Premium UP>=1M,PPP 19,IDR,Male Smoker,20,2.55
Premium UP>=1M,PPP 19,IDR,Male Smoker,21,2.6
Premium UP>=1M,PPP 19,IDR,Male Smoker,22,2.66
Premium UP>=1M,PPP 19,IDR,Male Smoker,23,2.74
Premium UP>=1M,PPP 19,IDR,Male Smoker,24,2.83
Premium UP>=1M,PPP 19,IDR,Male Smoker,25,2.94
Premium UP>=1M,PPP 19,IDR,Male Smoker,26,3.08
Premium UP>=1M,PPP 19,IDR,Male Smoker,27,3.24
Premium UP>=1M,PPP 19,IDR,Male Smoker,28,3.42
Premium UP>=1M,PPP 19,IDR,Male Smoker,29,3.64
Premium UP>=1M,PPP 19,IDR,Male Smoker,30,3.9
Premium UP>=1M,PPP 19,IDR,Male Smoker,31,4.19
Premium UP>=1M,PPP 19,IDR,Male Smoker,32,4.51
Premium UP>=1M,PPP 19,IDR,Male Smoker,33,4.87
Premium UP>=1M,PPP 19,IDR,Male Smoker,34,5.27
Premium UP>=1M,PPP 19,IDR,Male Smoker,35,5.7
Premium UP>=1M,PPP 19,IDR,Male Smoker,36,6.18
Premium UP>=1M,PPP 19,IDR,Male Smoker,37,6.72
Premium UP>=1M,PPP 19,IDR,Male Smoker,38,7.3
Premium UP>=1M,PPP 19,IDR,Male Smoker,39,7.94
Premium UP>=1M,PPP 19,IDR,Male Smoker,40,8.62
Premium UP>=1M,PPP 19,IDR,Male Smoker,41,9.37
Premium UP>=1M,PPP 19,IDR,Male Smoker,42,10.18
Premium UP>=1M,PPP 19,IDR,Male Smoker,43,11.07
Premium UP>=1M,PPP 19,IDR,Male Smoker,44,12.03
Premium UP>=1M,PPP 19,IDR,Male Smoker,45,13.1
Premium UP>=1M,PPP 19,IDR,Male Smoker,46,14.25
Premium UP>=1M,PPP 19,IDR,Male Smoker,47,15.53
Premium UP>=1M,PPP 19,IDR,Male Smoker,48,16.93
Premium UP>=1M,PPP 19,IDR,Male Smoker,49,18.47
Premium UP>=1M,PPP 19,IDR,Male Smoker,50,20.16
Premium UP>=1M,PPP 19,IDR,Male Smoker,51,22.03
Premium UP>=1M,PPP 19,IDR,Male Smoker,52,23.44
Premium UP>=1M,PPP 19,IDR,Male Smoker,53,24.93
Premium UP>=1M,PPP 19,IDR,Male Smoker,54,26.48
Premium UP>=1M,PPP 19,IDR,Male Smoker,55,28.09
Premium UP>=1M,PPP 19,IDR,Male Smoker,56,29.76
Premium UP>=1M,PPP 19,IDR,Male Smoker,57,31.5
Premium UP>=1M,PPP 19,IDR,Male Smoker,58,33.32
Premium UP>=1M,PPP 19,IDR,Male Smoker,59,35.23
Premium UP>=1M,PPP 19,IDR,Male Smoker,60,37.24
Premium UP>=1M,PPP 19,IDR,Male Smoker,61,39.35
Premium UP>=1M,PPP 19,IDR,Male Smoker,62,41.55
Premium UP>=1M,PPP 19,IDR,Male Smoker,63,43.84
Premium UP>=1M,PPP 19,IDR,Male Smoker,64,46.21
Premium UP>=1M,PPP 19,IDR,Male Smoker,65,48.62
Premium UP>=1M,PPP 19,IDR,Male Smoker,66,51.07
Premium UP>=1M,PPP 19,IDR,Male Smoker,67,53.55
Premium UP>=1M,PPP 19,IDR,Male Smoker,68,56.06
Premium UP>=1M,PPP 19,IDR,Male Smoker,69,58.6
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,18,1.86
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,19,1.88
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,20,1.91
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,21,1.95
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,22,2.0
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,23,2.06
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,24,2.13
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,25,2.21
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,26,2.31
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,27,2.43
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,28,2.57
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,29,2.74
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,30,2.93
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,31,3.15
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,32,3.38
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,33,3.64
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,34,3.94
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,35,4.26
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,36,4.63
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,37,5.04
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,38,5.48
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,39,5.95
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,40,6.47
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,41,7.02
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,42,7.63
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,43,8.3
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,44,9.02
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,45,9.82
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,46,10.7
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,47,11.65
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,48,12.7
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,49,13.85
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,50,15.13
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,51,16.53
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,52,17.58
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,53,18.68
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,54,19.84
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,55,21.05
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,56,22.31
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,57,23.62
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,58,24.98
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,59,26.41
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,60,27.92
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,61,29.5
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,62,31.15
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,63,32.87
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,64,34.64
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,65,36.45
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,66,38.28
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,67,40.14
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,68,42.0
Premium UP>=1M,PPP 19,IDR,Male Non Smoker,69,43.9
Premium UP>=1M,PPP 19,IDR,Female Smoker,18,1.96
Premium UP>=1M,PPP 19,IDR,Female Smoker,19,1.99
Premium UP>=1M,PPP 19,IDR,Female Smoker,20,2.02
Premium UP>=1M,PPP 19,IDR,Female Smoker,21,2.06
Premium UP>=1M,PPP 19,IDR,Female Smoker,22,2.11
Premium UP>=1M,PPP 19,IDR,Female Smoker,23,2.17
Premium UP>=1M,PPP 19,IDR,Female Smoker,24,2.25
Premium UP>=1M,PPP 19,IDR,Female Smoker,25,2.34
Premium UP>=1M,PPP 19,IDR,Female Smoker,26,2.45
Premium UP>=1M,PPP 19,IDR,Female Smoker,27,2.57
Premium UP>=1M,PPP 19,IDR,Female Smoker,28,2.72
Premium UP>=1M,PPP 19,IDR,Female Smoker,29,2.89
Premium UP>=1M,PPP 19,IDR,Female Smoker,30,3.09
Premium UP>=1M,PPP 19,IDR,Female Smoker,31,3.31
Premium UP>=1M,PPP 19,IDR,Female Smoker,32,3.55
Premium UP>=1M,PPP 19,IDR,Female Smoker,33,3.81
Premium UP>=1M,PPP 19,IDR,Female Smoker,34,4.1
Premium UP>=1M,PPP 19,IDR,Female Smoker,35,4.43
Premium UP>=1M,PPP 19,IDR,Female Smoker,36,4.78
Premium UP>=1M,PPP 19,IDR,Female Smoker,37,5.15
Premium UP>=1M,PPP 19,IDR,Female Smoker,38,5.55
Premium UP>=1M,PPP 19,IDR,Female Smoker,39,5.97
Premium UP>=1M,PPP 19,IDR,Female Smoker,40,6.42
Premium UP>=1M,PPP 19,IDR,Female Smoker,41,6.89
Premium UP>=1M,PPP 19,IDR,Female Smoker,42,7.37
Premium UP>=1M,PPP 19,IDR,Female Smoker,43,7.9
Premium UP>=1M,PPP 19,IDR,Female Smoker,44,8.45
Premium UP>=1M,PPP 19,IDR,Female Smoker,45,9.05
Premium UP>=1M,PPP 19,IDR,Female Smoker,46,9.69
Premium UP>=1M,PPP 19,IDR,Female Smoker,47,10.38
Premium UP>=1M,PPP 19,IDR,Female Smoker,48,11.13
Premium UP>=1M,PPP 19,IDR,Female Smoker,49,11.95
Premium UP>=1M,PPP 19,IDR,Female Smoker,50,12.85
Premium UP>=1M,PPP 19,IDR,Female Smoker,51,13.82
Premium UP>=1M,PPP 19,IDR,Female Smoker,52,14.54
Premium UP>=1M,PPP 19,IDR,Female Smoker,53,15.3
Premium UP>=1M,PPP 19,IDR,Female Smoker,54,16.05
Premium UP>=1M,PPP 19,IDR,Female Smoker,55,16.84
Premium UP>=1M,PPP 19,IDR,Female Smoker,56,17.65
Premium UP>=1M,PPP 19,IDR,Female Smoker,57,18.48
Premium UP>=1M,PPP 19,IDR,Female Smoker,58,19.36
Premium UP>=1M,PPP 19,IDR,Female Smoker,59,20.32
Premium UP>=1M,PPP 19,IDR,Female Smoker,60,21.35
Premium UP>=1M,PPP 19,IDR,Female Smoker,61,22.48
Premium UP>=1M,PPP 19,IDR,Female Smoker,62,23.71
Premium UP>=1M,PPP 19,IDR,Female Smoker,63,25.02
Premium UP>=1M,PPP 19,IDR,Female Smoker,64,26.36
Premium UP>=1M,PPP 19,IDR,Female Smoker,65,27.71
Premium UP>=1M,PPP 19,IDR,Female Smoker,66,29.07
Premium UP>=1M,PPP 19,IDR,Female Smoker,67,30.39
Premium UP>=1M,PPP 19,IDR,Female Smoker,68,31.68
Premium UP>=1M,PPP 19,IDR,Female Smoker,69,33.0
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,18,1.45
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,19,1.47
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,20,1.49
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,21,1.52
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,22,1.56
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,23,1.61
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,24,1.67
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,25,1.73
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,26,1.81
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,27,1.91
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,28,2.02
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,29,2.15
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,30,2.3
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,31,2.46
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,32,2.64
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,33,2.84
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,34,3.06
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,35,3.3
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,36,3.56
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,37,3.84
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,38,4.15
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,39,4.47
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,40,4.81
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,41,5.16
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,42,5.53
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,43,5.92
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,44,6.32
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,45,6.77
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,46,7.26
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,47,7.78
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,48,8.36
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,49,8.97
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,50,9.64
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,51,10.37
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,52,10.91
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,53,11.47
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,54,12.04
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,55,12.63
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,56,13.24
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,57,13.87
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,58,14.53
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,59,15.24
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,60,16.01
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,61,16.86
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,62,17.78
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,63,18.76
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,64,19.77
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,65,20.79
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,66,21.8
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,67,22.8
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,68,23.75
Premium UP>=1M,PPP 19,IDR,Female Non Smoker,69,24.7
Premium UP>=1M,PPP 19,US$,Male Smoker,18,2.52
Premium UP>=1M,PPP 19,US$,Male Smoker,19,2.57
Premium UP>=1M,PPP 19,US$,Male Smoker,20,2.63
Premium UP>=1M,PPP 19,US$,Male Smoker,21,2.7
Premium UP>=1M,PPP 19,US$,Male Smoker,22,2.78
Premium UP>=1M,PPP 19,US$,Male Smoker,23,2.89
Premium UP>=1M,PPP 19,US$,Male Smoker,24,3.01
Premium UP>=1M,PPP 19,US$,Male Smoker,25,3.16
Premium UP>=1M,PPP 19,US$,Male Smoker,26,3.33
Premium UP>=1M,PPP 19,US$,Male Smoker,27,3.53
Premium UP>=1M,PPP 19,US$,Male Smoker,28,3.75
Premium UP>=1M,PPP 19,US$,Male Smoker,29,4.01
Premium UP>=1M,PPP 19,US$,Male Smoker,30,4.31
Premium UP>=1M,PPP 19,US$,Male Smoker,31,4.64
Premium UP>=1M,PPP 19,US$,Male Smoker,32,5.01
Premium UP>=1M,PPP 19,US$,Male Smoker,33,5.41
Premium UP>=1M,PPP 19,US$,Male Smoker,34,5.86
Premium UP>=1M,PPP 19,US$,Male Smoker,35,6.35
Premium UP>=1M,PPP 19,US$,Male Smoker,36,6.89
Premium UP>=1M,PPP 19,US$,Male Smoker,37,7.49
Premium UP>=1M,PPP 19,US$,Male Smoker,38,8.14
Premium UP>=1M,PPP 19,US$,Male Smoker,39,8.85
Premium UP>=1M,PPP 19,US$,Male Smoker,40,9.62
Premium UP>=1M,PPP 19,US$,Male Smoker,41,10.46
Premium UP>=1M,PPP 19,US$,Male Smoker,42,11.38
Premium UP>=1M,PPP 19,US$,Male Smoker,43,12.38
Premium UP>=1M,PPP 19,US$,Male Smoker,44,13.47
Premium UP>=1M,PPP 19,US$,Male Smoker,45,14.67
Premium UP>=1M,PPP 19,US$,Male Smoker,46,15.99
Premium UP>=1M,PPP 19,US$,Male Smoker,47,17.43
Premium UP>=1M,PPP 19,US$,Male Smoker,48,19.03
Premium UP>=1M,PPP 19,US$,Male Smoker,49,20.77
Premium UP>=1M,PPP 19,US$,Male Smoker,50,22.68
Premium UP>=1M,PPP 19,US$,Male Smoker,51,24.74
Premium UP>=1M,PPP 19,US$,Male Smoker,52,26.02
Premium UP>=1M,PPP 19,US$,Male Smoker,53,27.37
Premium UP>=1M,PPP 19,US$,Male Smoker,54,28.77
Premium UP>=1M,PPP 19,US$,Male Smoker,55,30.23
Premium UP>=1M,PPP 19,US$,Male Smoker,56,31.74
Premium UP>=1M,PPP 19,US$,Male Smoker,57,33.32
Premium UP>=1M,PPP 19,US$,Male Smoker,58,34.97
Premium UP>=1M,PPP 19,US$,Male Smoker,59,36.7
Premium UP>=1M,PPP 19,US$,Male Smoker,60,38.52
Premium UP>=1M,PPP 19,US$,Male Smoker,61,40.44
Premium UP>=1M,PPP 19,US$,Male Smoker,62,42.45
Premium UP>=1M,PPP 19,US$,Male Smoker,63,44.56
Premium UP>=1M,PPP 19,US$,Male Smoker,64,46.76
Premium UP>=1M,PPP 19,US$,Male Smoker,65,49.01
Premium UP>=1M,PPP 19,US$,Male Smoker,66,51.32
Premium UP>=1M,PPP 19,US$,Male Smoker,67,53.69
Premium UP>=1M,PPP 19,US$,Male Smoker,68,56.12
Premium UP>=1M,PPP 19,US$,Male Smoker,69,58.6
Premium UP>=1M,PPP 19,US$,Male Non Smoker,18,1.89
Premium UP>=1M,PPP 19,US$,Male Non Smoker,19,1.93
Premium UP>=1M,PPP 19,US$,Male Non Smoker,20,1.97
Premium UP>=1M,PPP 19,US$,Male Non Smoker,21,2.03
Premium UP>=1M,PPP 19,US$,Male Non Smoker,22,2.09
Premium UP>=1M,PPP 19,US$,Male Non Smoker,23,2.17
Premium UP>=1M,PPP 19,US$,Male Non Smoker,24,2.26
Premium UP>=1M,PPP 19,US$,Male Non Smoker,25,2.37
Premium UP>=1M,PPP 19,US$,Male Non Smoker,26,2.5
Premium UP>=1M,PPP 19,US$,Male Non Smoker,27,2.65
Premium UP>=1M,PPP 19,US$,Male Non Smoker,28,2.82
Premium UP>=1M,PPP 19,US$,Male Non Smoker,29,3.01
Premium UP>=1M,PPP 19,US$,Male Non Smoker,30,3.24
Premium UP>=1M,PPP 19,US$,Male Non Smoker,31,3.48
Premium UP>=1M,PPP 19,US$,Male Non Smoker,32,3.75
Premium UP>=1M,PPP 19,US$,Male Non Smoker,33,4.05
Premium UP>=1M,PPP 19,US$,Male Non Smoker,34,4.38
Premium UP>=1M,PPP 19,US$,Male Non Smoker,35,4.75
Premium UP>=1M,PPP 19,US$,Male Non Smoker,36,5.16
Premium UP>=1M,PPP 19,US$,Male Non Smoker,37,5.61
Premium UP>=1M,PPP 19,US$,Male Non Smoker,38,6.11
Premium UP>=1M,PPP 19,US$,Male Non Smoker,39,6.64
Premium UP>=1M,PPP 19,US$,Male Non Smoker,40,7.21
Premium UP>=1M,PPP 19,US$,Male Non Smoker,41,7.84
Premium UP>=1M,PPP 19,US$,Male Non Smoker,42,8.53
Premium UP>=1M,PPP 19,US$,Male Non Smoker,43,9.28
Premium UP>=1M,PPP 19,US$,Male Non Smoker,44,10.1
Premium UP>=1M,PPP 19,US$,Male Non Smoker,45,11.0
Premium UP>=1M,PPP 19,US$,Male Non Smoker,46,12.0
Premium UP>=1M,PPP 19,US$,Male Non Smoker,47,13.08
Premium UP>=1M,PPP 19,US$,Male Non Smoker,48,14.27
Premium UP>=1M,PPP 19,US$,Male Non Smoker,49,15.58
Premium UP>=1M,PPP 19,US$,Male Non Smoker,50,17.01
Premium UP>=1M,PPP 19,US$,Male Non Smoker,51,18.55
Premium UP>=1M,PPP 19,US$,Male Non Smoker,52,19.51
Premium UP>=1M,PPP 19,US$,Male Non Smoker,53,20.52
Premium UP>=1M,PPP 19,US$,Male Non Smoker,54,21.57
Premium UP>=1M,PPP 19,US$,Male Non Smoker,55,22.66
Premium UP>=1M,PPP 19,US$,Male Non Smoker,56,23.8
Premium UP>=1M,PPP 19,US$,Male Non Smoker,57,24.98
Premium UP>=1M,PPP 19,US$,Male Non Smoker,58,26.21
Premium UP>=1M,PPP 19,US$,Male Non Smoker,59,27.51
Premium UP>=1M,PPP 19,US$,Male Non Smoker,60,28.88
Premium UP>=1M,PPP 19,US$,Male Non Smoker,61,30.32
Premium UP>=1M,PPP 19,US$,Male Non Smoker,62,31.83
Premium UP>=1M,PPP 19,US$,Male Non Smoker,63,33.41
Premium UP>=1M,PPP 19,US$,Male Non Smoker,64,35.05
Premium UP>=1M,PPP 19,US$,Male Non Smoker,65,36.74
Premium UP>=1M,PPP 19,US$,Male Non Smoker,66,38.47
Premium UP>=1M,PPP 19,US$,Male Non Smoker,67,40.24
Premium UP>=1M,PPP 19,US$,Male Non Smoker,68,42.04
Premium UP>=1M,PPP 19,US$,Male Non Smoker,69,43.9
Premium UP>=1M,PPP 19,US$,Female Smoker,18,2.0
Premium UP>=1M,PPP 19,US$,Female Smoker,19,2.04
Premium UP>=1M,PPP 19,US$,Female Smoker,20,2.08
Premium UP>=1M,PPP 19,US$,Female Smoker,21,2.14
Premium UP>=1M,PPP 19,US$,Female Smoker,22,2.21
Premium UP>=1M,PPP 19,US$,Female Smoker,23,2.3
Premium UP>=1M,PPP 19,US$,Female Smoker,24,2.4
Premium UP>=1M,PPP 19,US$,Female Smoker,25,2.51
Premium UP>=1M,PPP 19,US$,Female Smoker,26,2.65
Premium UP>=1M,PPP 19,US$,Female Smoker,27,2.8
Premium UP>=1M,PPP 19,US$,Female Smoker,28,2.98
Premium UP>=1M,PPP 19,US$,Female Smoker,29,3.18
Premium UP>=1M,PPP 19,US$,Female Smoker,30,3.41
Premium UP>=1M,PPP 19,US$,Female Smoker,31,3.65
Premium UP>=1M,PPP 19,US$,Female Smoker,32,3.92
Premium UP>=1M,PPP 19,US$,Female Smoker,33,4.21
Premium UP>=1M,PPP 19,US$,Female Smoker,34,4.53
Premium UP>=1M,PPP 19,US$,Female Smoker,35,4.88
Premium UP>=1M,PPP 19,US$,Female Smoker,36,5.26
Premium UP>=1M,PPP 19,US$,Female Smoker,37,5.66
Premium UP>=1M,PPP 19,US$,Female Smoker,38,6.1
Premium UP>=1M,PPP 19,US$,Female Smoker,39,6.55
Premium UP>=1M,PPP 19,US$,Female Smoker,40,7.02
Premium UP>=1M,PPP 19,US$,Female Smoker,41,7.52
Premium UP>=1M,PPP 19,US$,Female Smoker,42,8.05
Premium UP>=1M,PPP 19,US$,Female Smoker,43,8.61
Premium UP>=1M,PPP 19,US$,Female Smoker,44,9.22
Premium UP>=1M,PPP 19,US$,Female Smoker,45,9.87
Premium UP>=1M,PPP 19,US$,Female Smoker,46,10.58
Premium UP>=1M,PPP 19,US$,Female Smoker,47,11.35
Premium UP>=1M,PPP 19,US$,Female Smoker,48,12.2
Premium UP>=1M,PPP 19,US$,Female Smoker,49,13.12
Premium UP>=1M,PPP 19,US$,Female Smoker,50,14.12
Premium UP>=1M,PPP 19,US$,Female Smoker,51,15.19
Premium UP>=1M,PPP 19,US$,Female Smoker,52,15.85
Premium UP>=1M,PPP 19,US$,Female Smoker,53,16.53
Premium UP>=1M,PPP 19,US$,Female Smoker,54,17.22
Premium UP>=1M,PPP 19,US$,Female Smoker,55,17.93
Premium UP>=1M,PPP 19,US$,Female Smoker,56,18.67
Premium UP>=1M,PPP 19,US$,Female Smoker,57,19.43
Premium UP>=1M,PPP 19,US$,Female Smoker,58,20.24
Premium UP>=1M,PPP 19,US$,Female Smoker,59,21.11
Premium UP>=1M,PPP 19,US$,Female Smoker,60,22.06
Premium UP>=1M,PPP 19,US$,Female Smoker,61,23.09
Premium UP>=1M,PPP 19,US$,Female Smoker,62,24.21
Premium UP>=1M,PPP 19,US$,Female Smoker,63,25.42
Premium UP>=1M,PPP 19,US$,Female Smoker,64,26.66
Premium UP>=1M,PPP 19,US$,Female Smoker,65,27.92
Premium UP>=1M,PPP 19,US$,Female Smoker,66,29.2
Premium UP>=1M,PPP 19,US$,Female Smoker,67,30.46
Premium UP>=1M,PPP 19,US$,Female Smoker,68,31.71
Premium UP>=1M,PPP 19,US$,Female Smoker,69,33.0
Premium UP>=1M,PPP 19,US$,Female Non Smoker,18,1.48
Premium UP>=1M,PPP 19,US$,Female Non Smoker,19,1.5
Premium UP>=1M,PPP 19,US$,Female Non Smoker,20,1.54
Premium UP>=1M,PPP 19,US$,Female Non Smoker,21,1.58
Premium UP>=1M,PPP 19,US$,Female Non Smoker,22,1.64
Premium UP>=1M,PPP 19,US$,Female Non Smoker,23,1.7
Premium UP>=1M,PPP 19,US$,Female Non Smoker,24,1.78
Premium UP>=1M,PPP 19,US$,Female Non Smoker,25,1.86
Premium UP>=1M,PPP 19,US$,Female Non Smoker,26,1.97
Premium UP>=1M,PPP 19,US$,Female Non Smoker,27,2.08
Premium UP>=1M,PPP 19,US$,Female Non Smoker,28,2.21
Premium UP>=1M,PPP 19,US$,Female Non Smoker,29,2.37
Premium UP>=1M,PPP 19,US$,Female Non Smoker,30,2.54
Premium UP>=1M,PPP 19,US$,Female Non Smoker,31,2.72
Premium UP>=1M,PPP 19,US$,Female Non Smoker,32,2.92
Premium UP>=1M,PPP 19,US$,Female Non Smoker,33,3.14
Premium UP>=1M,PPP 19,US$,Female Non Smoker,34,3.38
Premium UP>=1M,PPP 19,US$,Female Non Smoker,35,3.64
Premium UP>=1M,PPP 19,US$,Female Non Smoker,36,3.93
Premium UP>=1M,PPP 19,US$,Female Non Smoker,37,4.23
Premium UP>=1M,PPP 19,US$,Female Non Smoker,38,4.56
Premium UP>=1M,PPP 19,US$,Female Non Smoker,39,4.91
Premium UP>=1M,PPP 19,US$,Female Non Smoker,40,5.26
Premium UP>=1M,PPP 19,US$,Female Non Smoker,41,5.64
Premium UP>=1M,PPP 19,US$,Female Non Smoker,42,6.04
Premium UP>=1M,PPP 19,US$,Female Non Smoker,43,6.46
Premium UP>=1M,PPP 19,US$,Female Non Smoker,44,6.9
Premium UP>=1M,PPP 19,US$,Female Non Smoker,45,7.4
Premium UP>=1M,PPP 19,US$,Female Non Smoker,46,7.93
Premium UP>=1M,PPP 19,US$,Female Non Smoker,47,8.52
Premium UP>=1M,PPP 19,US$,Female Non Smoker,48,9.16
Premium UP>=1M,PPP 19,US$,Female Non Smoker,49,9.84
Premium UP>=1M,PPP 19,US$,Female Non Smoker,50,10.6
Premium UP>=1M,PPP 19,US$,Female Non Smoker,51,11.4
Premium UP>=1M,PPP 19,US$,Female Non Smoker,52,11.89
Premium UP>=1M,PPP 19,US$,Female Non Smoker,53,12.4
Premium UP>=1M,PPP 19,US$,Female Non Smoker,54,12.92
Premium UP>=1M,PPP 19,US$,Female Non Smoker,55,13.45
Premium UP>=1M,PPP 19,US$,Female Non Smoker,56,14.01
Premium UP>=1M,PPP 19,US$,Female Non Smoker,57,14.59
Premium UP>=1M,PPP 19,US$,Female Non Smoker,58,15.19
Premium UP>=1M,PPP 19,US$,Female Non Smoker,59,15.84
Premium UP>=1M,PPP 19,US$,Female Non Smoker,60,16.54
Premium UP>=1M,PPP 19,US$,Female Non Smoker,61,17.32
Premium UP>=1M,PPP 19,US$,Female Non Smoker,62,18.16
Premium UP>=1M,PPP 19,US$,Female Non Smoker,63,19.06
Premium UP>=1M,PPP 19,US$,Female Non Smoker,64,19.99
Premium UP>=1M,PPP 19,US$,Female Non Smoker,65,20.94
Premium UP>=1M,PPP 19,US$,Female Non Smoker,66,21.9
Premium UP>=1M,PPP 19,US$,Female Non Smoker,67,22.85
Premium UP>=1M,PPP 19,US$,Female Non Smoker,68,23.77
Premium UP>=1M,PPP 19,US$,Female Non Smoker,69,24.7
Premium UP>=1M,PPP 18,IDR,Male Smoker,18,2.46
Premium UP>=1M,PPP 18,IDR,Male Smoker,19,2.49
